log_length,moment_objective,moment_loss,regularization_loss,matrix_relative_frobenius_error,matrix_max_abs_error,max_residual_norm,max_relative_residual_norm,total_elapsed_time_s,total_size,active_size,active_fraction,n_x,use_active_dof_mode,solver_kinds,solve_methods,min_dx,width_ratio,smoothness,jac_roughness,tail_mass_proxy,reference_total_size,reference_active_size,reference_active_fraction,reference_n_x,reference_max_residual_norm,reference_max_relative_residual_norm,reference_total_elapsed_time_s
-0.5,0.6057947510338996,0.6057947510338996,0.0,0.9838523947028721,3.2253426097546374,1.0822729267132629e-14,2.3060335844587235e-11,0.21070555535455546,1461,1461,1.0,3,False,dense,dense,0.5294900386591294,7.872922362881753,0.0,10.194636561628366,1.250652368150188e-10,2435,2435,1.0,5,1.6094253419066994e-14,1.7430130344196438e-12,0.28079099976457655
0.0,0.20223421847942613,0.20223421847942613,0.0,0.6942275967706594,2.27111628619444,8.002073884900729e-15,3.6852296144703905e-12,0.10217829196092981,1461,1461,1.0,3,False,dense,dense,0.8729814893611396,7.872922362881752,0.0,10.194636561628366,1.2056642865304208e-27,2435,2435,1.0,5,1.6094253419066994e-14,1.7430130344196438e-12,0.28079099976457655
0.5,1.058338858329175,1.058338858329175,0.0,1.2016796533590057,3.9519883370068145,1.2934351887081523e-14,3.9102857740216104e-12,0.09366445864240329,1461,1461,1.0,3,False,dense,dense,1.4393031504371887,7.872922362881752,0.0,10.194636561628366,6.717178197989793e-74,2435,2435,1.0,5,1.6094253419066994e-14,1.7430130344196438e-12,0.28079099976457655
